title,id,rating,year,imdbid
Command Decision,1354,0,1948,40242
Rudolph the Red-Nosed Reindeer,1601,0,1948,156031
Easter Parade,1677,3,1948,40308
Rope,2040,0,1948,40746
"Snake Pit, The",2098,3,1948,40806
Casbah,2256,1,1948,40214
"Fuller Brush Man, The",2300,1,1948,40379
Mr. Blandings Builds His Dream House,2445,3,1948,40613
"Treasure of the Sierra Madre, The",3239,0,1948,40897
I Remember Mama,4390,3,1948,40458
Act of Violence,4944,2,1948,41088
Call Northside 777,5115,1,1948,40202
Joan of Arc,6363,3,1948,40491
Bicycle Thieves,6517,2,1948,40522
Melody Time,8054,1,1948,40580
Macbeth,8264,1,1948,40558
It Happened in Europe,8559,0,1948,39949
Abbott and Costello Meet Frankenstein,10163,3,1948,40068
"Naked City, The",10359,1,1948,40636
Key Largo,10524,3,1948,40506
Brighton Rock,10599,3,1948,39220
Spring in a Small Town - &amp;#26149;&amp;#20043;&amp;#22478;&amp;#23567;,10667,3,1948,189219
"Third Man, The",611,0,1949,41959
"Barkleys of Broadway, The",1684,3,1949,41158
On the Town,1690,3,1949,41716
Adam&#39;s Rib,1716,3,1949,41090
Pinky,1736,3,1949,41746
Caught,1841,3,1949,40221
"Set-Up, The",1986,0,1949,41859
Little Women,2232,3,1949,41594
Mighty Joe Young,2651,0,1949,41650
"Man on the Eiffel Tower, The",2849,2,1949,41628
Late Spring,3539,3,1949,41154
A Letter to Three Wives,3967,3,1949,41587
Kind Hearts and Coronets,4008,1,1949,41546
"Fountainhead, The",4554,1,1949,41386
"Heiress, The",6358,3,1949,41452
I Was a Male War Bride,7018,2,1949,41498
"Adventures of Ichabod and Mr. Toad, The",7059,0,1949,41094
Under Capricorn,7341,3,1949,42004
All the King&#39;s Men,9597,1,1949,41113
Tarzan&#39;s Magic Fountain,9702,0,1949,41947
Jour de Fete,9982,0,1949,40497
Flame of My Love,10135,3,1949,42031
Flamingo Road,10174,3,1949,41373
Come to the Stable,10420,3,1949,41257
All About Eve,139,3,1950,42192
Sunset Blvd.,608,3,1950,43014
Cinderella,1057,3,1950,42332
Rashomon,1402,0,1950,42876
Summer Stock,1678,3,1950,43012
"Asphalt Jungle, The",2099,1,1950,42208
Harvey,2596,2,1950,42546
Orpheus,3295,2,1950,41719
Born Yesterday,3990,3,1950,42276
"Flying Saucer, The",4031,1,1950,42469
In a Lonely Place,4417,2,1950,42593
Odette,4521,3,1950,43871
No Way Out,5232,3,1950,42792
D.O.A.,5350,1,1950,42369
Stage Fright,6233,3,1950,42994
Scandal,7144,3,1950,42958
Les enfants terribles,7836,3,1950,42436
Three Secrets,8363,3,1950,43045
Tarzan and the Slave Girl,9700,0,1950,43025
Caged,10059,3,1950,42296
Panic in the Streets,10181,0,1950,42832
Gun Crazy,10663,3,1950,42530
Winchester &#39;73,10799,1,1950,43137
Ace In The Hole,871,2,1951,43338
Strangers on a Train,1417,2,1951,44079
Alice in Wonderland,1207,3,1951,43274
"African Queen, The",1491,0,1951,43265
"Day the Earth Stood Still, The",1916,3,1951,43456
A Streetcar Named Desire,2930,3,1951,44081
Show Boat,2977,3,1951,44030
Diary of a Country Priest,2989,1,1951,42619
An American in Paris,3389,1,1951,43278
Early Summer,3222,3,1951,43313
"Thing from Another World, The",3293,1,1951,44121
Bellissima,3825,3,1951,43332
Take Care of My Little Girl,4510,3,1951,44100
Quo Vadis,5092,3,1951,43949
Cause for Alarm!,5739,3,1951,43390
Westward the Women,6498,3,1951,44205
"Idiot, The",7157,3,1951,43614
Surcos,7435,3,1951,44092
Tarzan&#39;s Peril,9703,1,1951,43695
Singin&#39; in the Rain,612,3,1952,45152
"Magic Box, The",1243,2,1952,43769
"Big Sky, The",1465,0,1952,44419
Lovely to Look at,1689,3,1952,44855
High Noon,2704,2,1952,44706
"Quiet Man, The",2737,1,1952,45061
Clash by Night,3403,3,1952,44502
Forbidden Games,5972,3,1952,43686
Limelight,6917,1,1952,44837
"Snows of Kilimanjaro, The",6941,1,1952,45162
Ikiru,7162,1,1952,44741
"Bad and the Beautiful, The",7323,2,1952,44391
Europe &#39;51,8241,3,1952,43511
"Greatest Show on Earth, The",9596,2,1952,44672
Tarzan&#39;s Savage Fury,9701,0,1952,45220
Parasakthi,9955,2,1952,215033
"Story of Robin Hood and His Merrie Men, The",9975,3,1952,45197
"Sound Barrier, The",10402,3,1952,44446
Ivanhoe,10526,2,1952,44760
Julius Caesar,1272,1,1953,45943
Peter Pan,1118,3,1953,46183
Le Salaire de la Peur,1444,1,1953,46268
Roman holiday,1554,3,1953,46250
Mogambo,1362,2,1953,46085
Tokyo Story,1630,3,1953,46438
"Band Wagon, The",1692,1,1953,45537
Stalag 17,1883,0,1953,46359
"War of the Worlds, The",2375,1,1953,46534
Calamity Jane,2427,3,1953,45591
Gentlemen Prefer Blondes,2547,3,1953,45810
"Cruel Sea, The",2553,3,1953,45659
Miss Sadie Thompson,3124,3,1953,46076
Salome,3125,3,1953,46269
Shane,3303,1,1953,46303
Mesa of Lost Women,3958,1,1953,46066
From Here to Eternity,4071,3,1953,45793
"Hitch-Hiker, The",4301,0,1953,45877
I Confess,4616,1,1953,45897
"Big Heat, The",4854,3,1953,45555
How to Marry a Millionaire,4909,3,1953,45891
Fear and Desire,5366,0,1953,45758
Pickup on South Street,5736,3,1953,46187
Mr. Hulot&#39;s Holiday,5937,3,1953,46487
Ugetsu,5973,2,1953,46478
Summer with Monika,5998,3,1953,46345
Glen or Glenda,6797,0,1953,45826
"Wild One, The",7693,1,1953,47677
"Beast from 20,000 Fathoms, The",7900,1,1953,45546
Inferno,8011,0,1953,45911
"5,000 Fingers of Dr. T., The",8466,0,1953,45464
It Came from Outer Space,8634,2,1953,45920
"earrings of Madame de..., The",9004,3,1953,46022
House of Wax,9290,3,1953,45888
Tarzan and the She-Devil,9704,1,1953,46404
Cat Women of the Moon,10171,3,1953,45609
"Man Between, The",10654,3,1953,46031
"Naked Spur, The",11188,0,1953,44953
Phffft,586,2,1954,47349
Touchez pas au grisbi,657,1,1954,46451
Seven Brides for Seven Brothers,1351,3,1954,47472
White Christmas,1391,3,1954,47673
Johnny Guitar,1694,2,1954,47136
On the Waterfront,1812,0,1954,47296
20000 Leagues Under the Sea,1965,0,1954,46672
Rear Window,2132,3,1954,47396
Them!,2158,1,1954,47573
Sabrina,2294,3,1954,47437
Hobson&#39;s Choice,2426,3,1954,47094
Knock on Wood,2746,1,1954,47152
Dial M for Murder,3337,0,1954,46912
Shichinin no samurai,3600,0,1954,47478
A Star Is Born,3674,1,1954,47522
Executive Suite,3925,2,1954,46963
Journey to Italy,3954,3,1954,46511
"Glenn Miller Story, The",3993,2,1954,47030
Three Coins in the Fountain,4048,3,1954,47580
Late Chrysanthemuns,4710,3,1954,46750
Creature from the Black Lagoon,4883,0,1954,46876
Attila,5124,2,1954,46731
Salt of the Earth,5356,3,1954,47443
Gojira,5505,1,1954,47034
Animal Farm,7346,0,1954,47834
Uwasa no onna,7580,3,1954,47638
Comicos,7610,3,1954,45665
An American in Rome,8109,1,1954,46705
Carmen Jones,8441,3,1954,46828
Miseria e nobilta,9054,3,1954,47238
Jail Bait,9176,3,1954,47127
"Caine Mutiny, The",9567,1,1954,46816
Senso,10286,1,1954,47469
Silver Lode,11187,2,1954,47495
To Catch a Thief,782,3,1955,48728
"Night of the Hunter, The",878,3,1955,48424
Lady and the Tramp,1170,2,1955,48280
Daddy Long Legs,1693,3,1955,47969
Sommarnattens leende (Smiles of a Summer Night),1735,2,1955,48641
"Ladykillers, The",1827,3,1955,48281
Guys and Dolls,2115,3,1955,48140
Diabolique,2344,3,1955,46911
"Dam Busters, The",2552,1,1955,46889
Rebel Without a Cause,2926,1,1955,48545
"Fast and the Furious, The",3158,3,1955,46969
"Big Combo, The",3339,2,1955,47878
Rififi,3404,1,1955,48021
We&#39;re No Angels,3739,3,1955,48801
Bride of the Monster,4073,3,1955,47898
Tarantula,4108,0,1955,48696
Marty,4442,3,1955,48356
Oklahoma!,4754,3,1955,48445
"Seven Year Itch, The",4896,1,1955,48605
Summertime,5165,3,1955,48673
Killer&#39;s Kiss,5403,1,1955,48254
Pather Panchali,5471,3,1955,48473
Godzilla Raids Again,6055,2,1955,48127
This Island Earth,6468,0,1955,47577
"Glass Slipper, The",6481,3,1955,48124
My Sister Eileen,6615,3,1955,48401
"Prisoner, The",7262,0,1955,48512
"Trouble with Harry, The",7360,2,1955,48750
"Prodigal, The",7797,3,1955,48517
Les grandes manoeuvres,7878,3,1955,48133
Not as a Stranger,8014,2,1955,48432
Le amiche,10340,3,1955,47821
All That Heaven Allows,10342,3,1955,47811
Lola Mont&egrave;s,10354,3,1955,48308
Bad Day at Black Rock,10527,0,1955,47849
Richard III,10662,3,1955,49674
School for Love,10781,3,1955,48103
"Man from Laramie, The",11179,2,1955,48342
"Searchers, The",357,3,1956,49730
"Spanish Gardener, The",1559,2,1956,49787
"Bad Seed, The",1216,3,1956,48977
"King and I, The",1092,2,1956,49408
"Iron Petticoat, The",1545,1,1956,49369
"Wrong Man, The",2219,1,1956,51207
Forbidden Planet,2306,0,1956,49223
Gunslinger,2647,3,1956,49287
Invasion of the Body Snatchers,2698,3,1956,49366
"Court Jester, The",2730,2,1956,49096
War and Peace,2861,3,1956,49934
Bigger Than Life,2904,0,1956,49010
"Ten Commandments, The",3076,2,1956,49833
...And God Created Woman,3409,3,1956,49189
Around the World in Eighty Days,3981,0,1956,48960
"Proud and Profane, The",4245,3,1956,49640
Indestructible Man,4402,1,1956,49363
Bus Stop,4670,3,1956,49038
"Killing, The",5414,1,1956,49406
Aparajito,5470,3,1956,48956
Un condamne a mort s&#39;est echappe ou Le vent souffle ou il veut,5555,0,1956,49902
Rodan,6064,1,1956,49782
"Man Who Never Was, The",6308,3,1956,49471
High Society,6641,3,1956,49314
Calle mayor [Main Street],7394,3,1956,49043
"Man Who Knew Too Much, The",7442,2,1956,49470
Flowing,8314,3,1956,49537
"Unguarded Moment, The",8358,1,1956,49904
Eyewitness,8398,3,1956,49196
Sissi - The Young Empress,8872,3,1956,49762
La banda degli onesti,9055,2,1956,48981
"Captain from Kopenick, The",9719,1,1956,49293
Le coup du berger,9993,3,1956,49095
Autumn Leaves,10346,3,1956,48967
Baby Doll,10348,3,1956,48973
Yield to the Night,10623,3,1956,49019
Love Me Tender,10760,2,1956,49452
Her Bridal Night,10780,3,1956,49483
It Conquered the World,11091,3,1956,49370
12 Angry Men,302,0,1957,50083
"True Story of Jesse James, The",965,2,1957,51114
Desk Set,993,3,1957,50307
"Cranes Are Flying, The",1015,3,1957,50634
"Incredible Shrinking Man, The",1291,0,1957,50539
Paths of Glory,1274,0,1957,50825
Old Yeller,1121,1,1957,50798
Three Faces of Eve,1660,0,1957,51077
Funny Face,1747,3,1957,50419
Nights of Cabiria,1765,3,1957,50783
Kanal,1800,1,1957,50585
"Enemy Below, The",1989,0,1957,50356
"Seventh Seal, The",2043,1,1957,50976
Night of the Demon,2160,3,1957,50766
Sweet Smell of Success,2301,1,1957,51036
Fire Down Below,2420,0,1957,50397
"Heaven Knows, Mr. Allison",2429,0,1957,50490
Smultronst&auml;llet (Wild Strawberries),2520,2,1957,50986
Sayonara,2578,2,1957,50933
Tammy and the Bachelor,2895,3,1957,51051
"Bridge on the River Kwai, The",2981,1,1957,50212
"Prince and the Showgirl, The",3007,3,1957,50861
An Affair to Remember,3429,2,1957,50105
Oedipus Rex,3994,1,1957,50792
A Face in the Crowd,4552,1,1957,50371
Sorority Girl,4559,3,1957,50998
Witness for the Prosecution,4933,1,1957,51201
"Mysterians, The",6624,3,1957,50251
Kiss Them for Me,7017,2,1957,50599
Forty Guns,7136,2,1957,50407
Throne of Blood,7165,0,1957,50613
Amanecer en Puerta Oscura,7420,3,1957,50116
El vampiro,8321,3,1957,51151
Island in the Sun,8685,3,1957,50549
Kronos,8736,0,1957,50610
Danger stalks near,9006,3,1957,50421
La Parisienne,10475,2,1957,51133
"Guns of Fort Petticoat, The",10594,2,1957,50470
Vertigo,609,1,1958,52357
M&auml;dchen in Uniform,1572,3,1958,51964
"Fabulous World of Jules Verne, The",1247,0,1958,52374
"Vikings, The",1255,2,1958,52365
Run Silent Run Deep,1363,0,1958,52151
Teacher&#39;s Pet,1364,1,1958,52278
"Fly, The",2281,2,1958,51622
"Day the Sky Exploded, The",2373,1,1958,51951
Dracula (Horror of Dracula),2476,3,1958,51554
"Wild Women of Wongo, The",2585,3,1958,52394
"Screaming Skull, The",2763,2,1958,52169
Mon Oncle,2823,3,1958,50706
Touch of Evil,3146,1,1958,52311
Gigi,3056,2,1958,51658
"Defiant Ones, The",3238,0,1958,51525
Auntie Mame,3321,3,1958,51383
Separate Tables,3926,3,1958,52182
South Pacific,3977,3,1958,52225
Indiscreet,4211,3,1958,51773
I Bury the Living,4410,1,1958,51755
"Inn of the Sixth Happiness, The",4849,3,1958,51776
Cat on a Hot Tin Roof,6012,3,1958,51459
Love Is My Profession,6938,3,1958,51579
Blood of the Vampire,7054,0,1958,51422
"Hidden Fortress, The",7135,0,1958,51808
It! The Terror from Beyond Space,7606,1,1958,51786
Brink of Life,8344,3,1958,52017
I Want To Live!,8450,3,1958,51758
Marjorie Morningstar,10341,3,1958,51911
Some Came Running,10521,2,1958,52218
"Female, The",10562,2,1958,51608
King Creole,10570,1,1958,51818
"Night Heaven Fell, The",10789,3,1958,50193
"400 Blows, The",236,0,1959,53198
Sleeping Beauty,474,3,1959,53285
Ben-Hur,1419,3,1959,52618
Journey to the Center of the Earth,1256,1,1959,52948
"Nun&#39;s Story, The",1555,3,1959,53131
Darby O&#39;Gill and the Little People,1591,3,1959,52722
Some Like It Hot,2023,3,1959,53291
Imitation of Life,2095,3,1959,52918
North By Northwest,2228,1,1959,53125
"Suddenly, Last Summer",2645,3,1959,53318
"Giant Gila Monster, The",2796,3,1959,52846
Araya,3119,3,1959,51372
"Tingler, The",3166,1,1959,53363
Come Dance with Me!,3442,3,1959,53428
Good Morning (Ohay&ocirc;),3525,3,1959,53134
"Great War, The",3608,1,1959,52861
Ghost of Dragstrip Hollow,4050,3,1959,52844
A Bucket of Blood,4065,2,1959,52655
Anatomy of a Murder,4199,1,1959,52561
House on Haunted Hill,4373,3,1959,51744
"Wasp Woman, The",4392,3,1959,54462
"Bat, The",4523,3,1959,52602
Gidget,6405,3,1959,52847
Battle in Outer Space,6645,1,1959,53388
Apur Sansar,6833,0,1959,52572
Rio Bravo,6901,1,1959,53221
Pillow Talk,8392,3,1959,53172
"World, The Flesh and The Devil, The",8677,0,1959,53454
Plan 9 from Outer Space,9161,1,1959,52077
Night of the Ghouls,9169,1,1959,156843
Sleeping Beauty,9209,3,1959,53285
"Bridge, The",9379,3,1959,52654
Babette Goes to War,10782,3,1959,52595
Ballada o soldate,10966,1,1959,52600
Ride Lonesome,11186,0,1959,53220
Where the Boys Are,590,2,1960,54469
Les yeux sans visage,656,3,1960,53459
A bout de souffle,799,0,1960,53472
"Magnificent Seven, The",1295,0,1960,54047
Spartacus,1273,2,1960,54331
Inherit the Wind,1712,3,1960,53946
"Apartment, The",1995,3,1960,53604
Psycho,2039,3,1960,54215
Exodus,2144,3,1960,53804
Let&#39;s Make Love,2546,2,1960,54022
Late Autumn,2808,3,1960,53579
Body in the Web,2950,3,1960,54333
Rocco and His Brothers,2988,2,1960,54248
Black Sunday,3286,3,1960,54067
Testament of Orpheus,3294,1,1960,54377
Jigoku (Hell or The Sinners of Hell),3328,3,1960,154683
"City of the Dead, The",3634,3,1960,53719
Zazie dans le metro,3827,3,1960,54494
Make Mine Mink,4117,3,1960,54049
"Truth, The",5122,3,1960,54452
"Story of Ruth, The",5123,3,1960,54343
"Virgin Spring, The",5380,3,1960,53976
Wild River,6146,3,1960,54476
La Dolce Vita,6080,2,1960,53779
La ciociara,6756,3,1960,54749
Peeping Tom,6796,2,1960,54167
Le Trou,6854,0,1960,54407
"Brides of Dracula, The",8275,3,1960,53677
Shoot the Piano Player,8367,2,1960,54389
School for Scoundrels,8566,1,1960,54279
Conspiracy of Hearts,8992,3,1960,53732
Nerve on Sunday,9026,2,1960,54198
First Spaceship on Venus,9207,1,1960,53250
"Time Machine, The",9338,0,1960,54387
"Bad Sleep Well, The",9894,1,1960,54460
Les Bonnes Femmes,9992,3,1960,53666
Last Woman on Earth,10170,0,1960,54017
L&#39;avventura,10351,3,1960,53619
"World of Suzie Wong, The",10449,2,1960,54483
G.I. Blues,10761,2,1960,53848
Flaming Star,10762,1,1960,53825
Heller in Pink Tights,10855,2,1960,53902
Yojimbo,660,1,1961,55630
"Children&#39;s Hour, The",833,3,1961,54743
"Phantom Planet, The",1292,0,1961,55294
Breakfast at Tiffany&#39;s,1191,2,1961,54698
Mysterious Island,1257,0,1961,55207
Underworld U.S.A.,1165,3,1961,55571
One Hundred and One Dalmatians,1171,3,1961,55254
El Cid,1546,1,1961,54847
"Misfits, The",1365,3,1961,55184
"Hustler, The",1958,0,1961,54997
"One, Two, Three",2392,3,1961,55256
West Side Story,2560,3,1961,55614
"Beast of Yucca Flats, The",2797,0,1961,54673
Blue Hawaii,3724,3,1961,54692
Paris Blues,3909,3,1961,55278
Splendor in the Grass,4198,3,1961,55471
A Taste of Honey,4539,3,1961,55506
"Parent Trap, The",4580,3,1961,55277
A Raisin in the Sun,5485,3,1961,55353
Snow White and the Three Stooges,5797,3,1961,55458
La Notte,6102,3,1961,54130
Mothra,6448,0,1961,55198
A Woman Is a Woman,6539,0,1961,55572
"Guns of Navarone, The",6653,1,1961,54953
"Curse of the Werewolf, The",7344,3,1961,54777
"Leon Morin, Priest",7798,3,1961,55082
Accattone,7831,3,1961,54599
Through a Glass Darkly,7968,0,1961,55499
"Innocents, The",8019,3,1961,55018
Flame in the Streets,8676,3,1961,54879
Lola,9268,2,1961,55093
King of Kings,9607,3,1961,55047
"Please, Not Now!",10476,3,1961,54700
Flower Drum Song,10493,2,1961,54885
Why Bother to Knock,10670,2,1961,55621
Wild in the Country,10766,3,1961,55623
Girls of the Night,10919,3,1961,203040
Girl with a suitcase,11141,1,1961,54225
Jules and Jim,237,1,1962,55032
Ivanovo detstvo,691,1,1962,56111
Lawrence of Arabia,1042,0,1962,56172
What Ever Happened to Baby Jane?,1298,3,1962,56687
Lolita,1279,3,1962,56193
To Kill a Mockingbird,1108,3,1962,56592
"Day of the Triffids, The",1613,3,1962,55894
"Manchurian Candidate, The",1954,1,1962,56218
"Trial, The",2183,1,1962,57427
"Music Man, The",2430,3,1962,56262
Carnival of Souls,2591,3,1962,55830
Cleo from 5 to 7,2609,3,1962,55852
"Brain That Wouldn&#39;t Die, The",2762,2,1962,52646
Gypsy,3079,3,1962,56048
"Trial of Joan of Arc, The",3160,0,1962,59616
"L-Shaped Room, The",3829,3,1962,57239
La Jetee,3845,0,1962,56119
"Devil&#39;s Hand, The",4407,2,1962,55902
Les dimanches de Ville d&#39;Avray,4481,3,1962,55910
That Touch of Mink,4513,2,1962,56575
Dr. No,4637,1,1962,55928
"Miracle Worker, The",5686,3,1962,56241
King Kong vs. Godzilla,6119,3,1962,56142
Hatari!,6332,3,1962,56059
"Loneliness of the Long Distance Runner, The",6516,3,1962,56194
Boccaccio &acute;70,7120,2,1962,55805
Advise &amp; Consent,7159,3,1962,55728
War of the Buttons,7312,0,1962,54949
Cartouche,7440,1,1962,55832
Atraco a las tres,7588,1,1962,55763
Walk on the Wild Side,8673,3,1962,56671
Vivre Sa Vie,8849,3,1962,56663
"Longest Day, The",9106,0,1962,56197
"Treasure of the Silver Lake, The",9690,1,1962,56452
Antoine and Colette,9920,0,1962,1180329
Hara-Kiri,9818,0,1962,56058
L&#39;eclisse,10349,3,1962,56736
"Exterminating Angel, The",10522,3,1962,56732
Love on a Pillow,10533,3,1962,56404
Only Two Can Play,10576,3,1962,56308
Follow That Dream,10765,3,1962,55992
Kid Galahad,10777,1,1962,56138
Girls! Girls! Girls!,10794,2,1962,56023
Adieu Philippine,10928,3,1962,143088
"Wonderful World of the Brothers Grimm, The",10980,3,1962,56700
"Great Escape, The",202,0,1963,57115
Irma la Douce,607,2,1963,57187
"Pink Panther, The",629,1,1963,57413
55 Days at Peking,1251,1,1963,56800
"Bakery Girl of Monceau, The",1635,1,1963,56884
Charade,1984,2,1963,56923
Lord of the Flies,1990,0,1963,57261
Shock Corridor,2102,0,1963,57495
"Birds, The",2345,3,1963,56869
Beach Party,2549,2,1963,56860
Carry on Cabby,2772,3,1963,56912
Contempt,3382,1,1963,57345
Bye Bye Birdie,3725,3,1963,56891
"Sword in the Stone, The",3810,0,1963,57546
Khaneh siah ast (The House is Black),3939,0,1963,336693
"Haunting, The",4206,3,1963,57129
"Kiss of the Vampire, The",4331,2,1963,57226
Summer Magic,4347,3,1963,57542
Dementia 13,4394,3,1963,56983
Tom Jones,4494,3,1963,57590
From Russia with Love,4659,3,1963,57076
X: The Man with the X-Ray Eyes,4951,1,1963,57693
"Move Over, Darling",5230,3,1963,57329
"Silence, The",5379,3,1963,57611
"Raven, The",5712,1,1963,57449
"Guest, The",5772,0,1963,58164
8&frac12;,5846,3,1963,56801
Sanjuro,6044,3,1963,56443
El verdugo,6327,1,1963,57643
Atragon,6460,0,1963,57215
Summer Holiday,6514,3,1963,57541
"Servant, The",6988,3,1963,57490
Suzanne&#39;s Career,7925,3,1963,56910
Winter Light,7969,1,1963,57358
"Incredible Journey, The",8440,1,1963,57180
Unearthly Stranger,8648,1,1963,57623
It&#39;s a Mad Mad Mad Mad World,9226,3,1963,57193
Cleopatra,9388,3,1963,56937
Winnetou,9686,1,1963,57687
Tamahine,10499,3,1963,58636
It Happened at the World&#39;s Fair,10528,3,1963,57191
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,341,0,1964,57012
Per un pugno di dollari (A Fisful of Dollars),661,1,1964,58461
Mary Poppins,701,3,1964,58331
"Rudolph, the Red-Nosed Reindeer",1600,1,1964,58536
Der Geteilte Himmel (Divided Heaven),1198,2,1964,58139
Woman in the Dunes,1212,0,1964,58625
Bedtime Story,1250,1,1964,57878
First Men in the Moon,1253,1,1964,58100
"Long Ships, The",1254,1,1964,57259
My Fair Lady,1688,3,1964,58385
A Hard Day&#39;s Night,1957,1,1964,58182
Band of Outsiders,2204,3,1964,57869
"Americanization of Emily, The",2385,2,1964,57840
Zulu,2483,0,1964,58777
Bikini Beach,2557,2,1964,57887
Man&#39;s Favorite Sport?,2720,2,1964,58324
Marriage Italian Style,2766,3,1964,58335
"Hush...Hush, Sweet Charlotte",2922,3,1964,58213
"Gospel According to St. Matthew, The",3189,1,1964,58715
King &amp; Country,3250,0,1964,58263
Onibaba,3327,0,1964,58430
Fail-Safe,3569,1,1964,58083
