title,imdbid,year,rating,POPULARITY,passed
Seeking a Friend for the End of the World,1307068,2012,1,13.814,False
Total Recall,1386703,2012,1,28.329,False
Resident Evil: Retribution,1855325,2012,3,2.777,True
Ruby Sparks,1839492,2012,3,11.249,True
Arachnoquake,2151543,2012,3,8.878,True
"Master, The",1560747,2012,1,15.345,False
Looper,1276104,2012,1,27.475,False
House at the End of the Street,1582507,2012,3,12.861,True
Killing Them Softly,1764234,2012,0,14.729,False
Gayby,2106739,2012,3,4.244,True
"Pact, The",2040560,2012,3,11.008,True
Pitch Perfect,1981677,2012,3,27.735,True
Mental,1655416,2012,3,5.942,True
Frankenweenie,1142977,2012,0,35.409,False
Seven Psychopaths,1931533,2012,1,15.082,False
Sinister,1922777,2012,2,21.504,False
Smiley,2025667,2012,3,10.502,True
Hotel Transylvania,837562,2012,3,42.437,True
Cloud Atlas,1371111,2012,3,15.095,True
Jack and Diane,850677,2012,3,10.408,True
Hope Springs,1535438,2012,3,10.615,True
"Tall Man, The",1658837,2012,3,10.631,True
Skyfall,1074638,2012,3,38.264,True
Argo,1024648,2012,3,18.828,True
Smashed,2063781,2012,3,7.158,True
Silent Hill: Revelation 3D,938330,2012,3,26.033,True
Wreck-It Ralph,1772341,2012,3,49.222,True
Lincoln,443272,2012,3,18.539,True
Hannah Arendt,1674773,2012,3,5.109,True
"Sapphires, The",1673697,2012,3,6.747,True
Ginger and Rosa,2115295,2012,3,8.131,True
Privacy,2008602,2012,3,0.937,True
Sparkle,1876451,2012,3,8.93,True
"Sessions, The",1866249,2012,2,13.929,False
Red Dawn,1234719,2012,1,20.411,False
Bachelorette,1920849,2012,3,12.136,True
Attack of the 50ft Cheerleader,2098627,2012,3,6.788,True
Kahaani,1821480,2012,3,6.208,True
Future Weather,1701215,2012,3,4.89,True
Anna Karenina,1781769,2012,2,16.083,False
Cocktail,2168910,2012,3,5.01,True
Zero Dark Thirty,1790885,2012,3,25.446,True
Price Check,1845849,2012,3,5.869,True
Evangelion: 3.0 You Can (Not) Redo,860907,2012,3,17.486,True
"Hobbit: An Unexpected Journey, The",903624,2012,0,53.236,False
Jack Reacher,790724,2012,1,36.652,False
Les Miserables,1707386,2012,3,18.039,True
Hitchcock,975645,2012,2,9.727,False
"Twilight Saga: Breaking Dawn - Part 2, The",1673434,2012,3,73.038,True
Rise of the Guardians,1446192,2012,1,37.601,False
Ill Manors,1760967,2012,3,7.263,True
Arbitrage,1764183,2012,2,13.27,False
Life of Pi,454876,2012,1,27.928,False
This Is 40,1758830,2012,3,13.61,True
Dabangg 2,2112131,2012,1,4.792,False
Amour,1602620,2012,3,9.17,True
Taken 2,1397280,2012,2,30.405,False
Django Unchained,1853728,2012,1,39.291,False
Sightseers,2023690,2012,3,11.56,True
English Vinglish,2181931,2012,3,5.576,True
Tinkerbell and the Secret of the Wings,1217213,2012,3,27.673,True
Silver Linings Playbook,1045658,2012,3,22.99,True
Game Change,1848902,2012,3,8.967,True
Call Girl,1977739,2012,3,3.68,True
"Batman: The Dark Knight Returns, part 1",2313197,2012,3,25.972,True
Not Fade Away,1230215,2012,3,7.686,True
"Door, The",1194577,2012,3,1.701,True
Quartet,1441951,2012,3,7.87,True
"Perks of Being a Wallflower, The",1659337,2012,3,23.734,True
"Magic of Belle Isle, The",1839654,2012,3,16.62,True
Berberian Sound Studio,1833844,2012,1,9.429,False
Strike Witches - The Movie,2322603,2012,3,20.895,True
Safe,1656190,2012,1,25.285,False
Spring Breakers,2101441,2012,3,22.28,True
No,2059255,2012,1,7.657,False
Girl Vs. Monster,2326087,2012,3,14.882,True
Flight,1907668,2012,3,22.387,True
Hyde Park on Hudson,1477855,2012,2,9.849,False
Ruroni Kenshin: Meiji kenkaku roman tan,1979319,2012,3,19.754,True
"Impossible, The",1649419,2012,2,27.598,False
Beyond the Hills,2258281,2012,3,8.878,True
Won&#39;t Back Down,1870529,2012,3,8.077,True
V/H/S,2105044,2012,1,36.047,False
Lore,1996310,2012,3,5.144,True
Bullet to the Head,1308729,2012,0,16.102,False
A Late Quartet,1226240,2012,3,11.922,True
Contraband,1524137,2012,3,15.947,True
Kon-Tiki,1613750,2012,0,9.799,False
Le grand soir,2008562,2012,1,4.585,False
Populaire,2070776,2012,3,9.695,True
Das Wochenende,1836202,2012,3,1.849,True
About Cherry,1945062,2012,3,14.693,True
To the Wonder,1595656,2012,3,10.091,True
Das Leben ist nichts fur Feiglinge,2147550,2012,3,2.625,True
"Place Beyond the Pines, The",1817273,2012,1,14.155,False
Jagten,2106476,2012,2,14.43,False
Paradies: Liebe,1403214,2012,3,5.426,True
Den skaldede frisor,1854236,2012,3,7.917,True
Oh Boy,1954701,2012,1,7.586,False
"Angels&#39; Share, The",1924394,2012,1,7.295,False
Le prenom,2179121,2012,3,8.748,True
2 Days in New York,1602472,2012,3,8.148,True
Monster High: Ghoul&#39;s Rule,2446108,2012,3,10.888,True
Jayne Mansfield&#39;s Car,1781840,2012,3,5.669,True
Frances Ha,2347569,2012,3,12.611,True
Kiss of the Damned,1959438,2012,3,7.58,True
Black Rock,1930294,2012,3,9.115,True
Starlet,2035630,2012,3,10.583,True
What Maisie Knew,1932767,2012,3,9.584,True
Gambit,404978,2012,1,13.256,False
Cheesecake Casserole,1733114,2012,3,1.253,True
Four Assassins,1478804,2012,1,4.444,False
Sassy Pants,1822302,2012,3,7.021,True
Tango libre,2370034,2012,0,3.441,False
"Man with the Iron Fists, The",1258972,2012,1,13.435,False
Much Ado About Nothing,2094064,2012,3,9.673,True
Girl in Progress,1817676,2012,3,8.958,True
Passion,1829012,2012,3,10.101,True
Papadopoulos &amp; Sons,2006810,2012,1,3.654,False
Struck by Lightning,1791614,2012,3,11.866,True
Augustine,2098628,2012,3,3.221,True
"Factory, The",1132285,2012,3,8.97,True
Tim and Eric&#39;s Billion Dollar Movie,1855401,2012,0,6.991,False
Renoir,2150332,2012,3,8.09,True
Paris-Manhattan,1885331,2012,3,5.267,True
Byzantium,1531901,2012,3,9.848,True
Interview with a Hitman,2061712,2012,1,14.022,False
Hit and Run,2097307,2012,3,11.517,True
John Dies at the End,1783732,2012,1,8.4,False
"Company You Keep, The",1381404,2012,1,10.776,False
Paranormal Activity 4,2109184,2012,3,21.916,True
Radio Rebel,2008633,2012,3,12.694,True
Dead Man&#39;s Burden,2094155,2012,0,4.862,False
Stories We Tell,2366450,2012,3,10.053,True
Supporting Characters,1874789,2012,2,3.867,False
American Mary,1959332,2012,3,11.442,True
It&#39;s a Disaster,1995341,2012,3,6.441,True
"Body, The",1937149,2012,3,11.16,True
"Lords of Salem, The",1731697,2012,3,17.928,True
Citadel,1641975,2012,1,7.257,False
Inch&#39;Allah,2336960,2012,3,4.673,True
"Paperboy, The",1496422,2012,3,15.869,True
Klip,1900908,2012,3,5.0,True
Okami kodomo no ame to yuki,2140203,2012,3,28.671,True
Extracted,1757746,2012,1,8.856,False
Act of Valor,1591479,2012,0,15.829,False
Paulette,2215395,2012,3,5.901,True
Fin,2046090,2012,3,5.044,True
Think Like a Man,1621045,2012,3,13.86,True
Blue Like Jazz,1758575,2012,3,8.214,True
Rock Jocks,1869653,2012,1,4.374,False
Excision,1984153,2012,3,12.375,True
Croczilla,2354196,2012,0,3.585,False
"Bay, The",1713476,2012,1,9.921,False
Kapringen,2216240,2012,1,5.761,False
[REC]3 Genesis,1649444,2012,3,23.531,True
Hemingway &amp; Gellhorn,423455,2012,2,9.365,False
"History of Future Folk, The",2245195,2012,2,8.222,False
Grabbers,1525366,2012,3,10.04,True
Cockneys vs Zombies,1362058,2012,2,11.422,False
Fat Kid Rules the World,1995304,2012,0,3.115,False
Best Man Down,1885300,2012,3,9.509,True
Steel Magnolias,2328749,2012,3,4.819,True
American Warships,2175927,2012,3,7.431,True
Ernest &amp; Celestine,1816518,2012,1,8.212,False
In The Dark Half,1764645,2012,3,6.198,True
Tears of Steel,2285752,2012,0,3.044,False
Bad Parents,2081178,2012,3,4.482,True
Snow Queen,2243621,2012,3,7.932,True
End of Watch,1855199,2012,3,18.044,True
"Lucky One, The",1327194,2012,3,20.279,True
"Guilt Trip, The",1694020,2012,3,10.871,True
If I Were You,1587309,2012,3,5.598,True
Jackie,2108546,2012,3,4.507,True
Comes a Bright Day,1900854,2012,0,6.282,False
A Halloween Puppy,2404153,2012,2,4.333,False
A Thousand Words,763831,2012,2,16.014,False
Die Wand,1745686,2012,0,4.832,False
Good Vibrations,1920945,2012,3,5.387,True
Shadow Dancer,1770734,2012,3,6.849,True
Cybergeddon,2189240,2012,3,2.147,True
As High as the Sky,2119383,2012,3,1.226,True
"Brass Teapot, The",1935902,2012,3,15.338,True
Tad: The Lost Explorer,1764625,2012,1,20.796,False
"Giant Mechanical Man, The",1769363,2012,3,6.78,True
Any Questions for Ben?,1735839,2012,2,3.761,False
Mine Games,1928337,2012,3,6.648,True
Save the Date,1965065,2012,2,7.637,False
Kill &#39;em All,1928335,2012,1,4.519,False
Erased,1645155,2012,1,12.505,False
Golden Winter,2202750,2012,1,3.48,False
Stuck in Love,2205697,2012,3,18.333,True
"Devil&#39;s Carnival, The",2204379,2012,1,6.414,False
Being Flynn,455323,2012,1,10.575,False
"Making of a Lady, The",2293276,2012,3,2.547,True
Electrick Children,2139843,2012,3,9.819,True
"Seasoning House, The",1555093,2012,3,10.224,True
L&#39;enfant d&#39;en haut,2062969,2012,2,5.772,False
Alien Tornado,1942798,2012,3,8.006,True
Liberal Arts,1872818,2012,1,9.223,False
Sushi Girl,1606339,2012,0,6.16,False
Snow White,1854513,2012,3,7.0,True
Heruta sukeruta,2147319,2012,3,3.322,True
A Royal Affair,1276419,2012,3,11.983,True
"Citizen, The",1942989,2012,1,7.353,False
Asterix and Obelix: God Save Britannia,1597522,2012,1,6.286,False
Ko-ri-a,2328503,2012,3,3.007,True
Vamps,1545106,2012,3,11.01,True
Greetings from Tim Buckley,1823125,2012,2,0.6,False
Project X,1636826,2012,1,52.503,False
Lola Versus,1710417,2012,3,10.164,True
Why Stop Now?,1853643,2012,3,7.722,True
Blue Lagoon: The Awakening,2287663,2012,3,21.755,True
So Undercover,1766094,2012,3,17.333,True
Dans la maison,1964624,2012,3,6.566,True
Dripping in Chocolate,2106403,2012,3,2.348,True
Diary of a Wimpy Kid: Dog Days,2023453,2012,3,16.427,True
Now Is Good,1937264,2012,3,14.568,True
Journey 2: The Mysterious Island,1397514,2012,1,33.194,False
Would You Rather,1999995,2012,3,14.534,True
Ice Age: Continental Drift,1667889,2012,2,51.531,False
Night of the Living Dead 3D: Re-Animation,1879012,2012,3,6.548,True
Frenemies,1865368,2012,1,11.74,False
Ace Attorney,1891974,2012,3,4.75,True
Monster High: Escape from Skull SHores,2395337,2012,1,13.348,False
Chasing Mavericks,1629757,2012,2,18.12,False
Europa Report,2051879,2013,3,15.961,True
Gangster Squad,1321870,2013,1,16.08,False
Mama,2023587,2013,3,23.126,True
Hansel &amp; Gretel: Witch Hunters,1428538,2013,3,24.961,True
Ego,2287715,2013,2,2.18,False
Warm Bodies,1588173,2013,2,21.464,False
Mt. Zion,2580928,2013,1,2.363,False
Identity Thief,2024432,2013,2,15.802,False
Jurassic Attack,2303110,2013,2,4.947,False
Safe Haven,1702439,2013,3,21.033,True
Side Effects,2053463,2013,3,14.387,True
Beautiful Creatures,1559547,2013,3,17.942,True
Carrie,1939659,2013,3,23.32,True
A Talking Cat!?!,2511190,2013,3,3.315,True
Escape from Planet Earth,765446,2013,3,15.086,True
Jack the Giant Slayer,1351685,2013,0,26.468,False
Oz the Great and Powerful,1623205,2013,3,21.366,True
Dead Man Down,2101341,2013,3,11.506,True
"Incredible Burt Wonderstone, The",790628,2013,1,9.942,False
Admission,1814621,2013,3,10.747,True
"East, The",1869716,2013,3,9.351,True
G.I. Joe: Retaliation,1583421,2013,3,22.063,True
Olympus Has Fallen,2302755,2013,1,28.97,False
"Host, The",1517260,2013,3,21.664,True
Evil Dead,1288558,2013,3,27.019,True
Trance,1924429,2013,0,15.712,False
"Call, The",1911644,2013,3,32.628,True
42,453562,2013,2,13.516,False
Oblivion,1483013,2013,3,30.908,True
Pasadena,2357263,2013,3,2.902,True
Iron Man 3,1300854,2013,3,52.142,True
Mud,1935179,2013,1,16.527,False
Freier Fall,2617828,2013,1,9.437,False
Star Trek Into Darkness,1408101,2013,1,28.355,False
"Last Exorcism Part II, The",2034139,2013,3,11.604,True
"Croods, The",481499,2013,3,90.24,True
"Great Gatsby, The",1343092,2013,3,26.28,True
Texas Chainsaw 3D,1572315,2013,3,26.44,True
"Big Wedding, The",1931435,2013,3,13.242,True
Pozitia copilului,2187115,2013,3,5.26,True
"Grandmaster, The",1462900,2013,1,16.375,False
Parker,1904996,2013,3,27.952,True
This Is the End,1245492,2013,1,25.75,False
Behind the Candelabra,1291580,2013,1,9.633,False
Epic,848537,2013,3,27.79,True
"Hangover part 3, The",1951261,2013,2,36.367,False
Now You See Me,1670345,2013,1,32.491,False
And Now a Word from Our Sponsor,2094762,2013,3,3.945,True
After Earth,1815862,2013,1,22.134,False
Fast and Furious 6,1905041,2013,3,5.109,True
21 &amp; Over,1711425,2013,1,13.048,False
Pain &amp; Gain,1980209,2013,1,26.947,False
"Heat, The",2404463,2013,3,23.132,True
Peeples,1699755,2013,3,6.285,True
"Internship, The",2234155,2013,1,0.817,False
"Purge, The",2184339,2013,3,79.541,True
"Numbers Station, The",1659338,2013,1,11.84,False
Man of Steel,770828,2013,3,39.979,True
Monsters University,1453405,2013,1,43.915,False
World War Z,816711,2013,3,49.422,True
My Little Pony: Equestria Girls,2908228,2013,3,15.175,True
Before Midnight,2209418,2013,3,15.767,True
"Lone Ranger, The",1210819,2013,1,21.946,False
Stoker,1682180,2013,3,15.77,True
L&#39;ecume des jours,2027140,2013,3,5.666,True
"Bling Ring, The",2132285,2013,3,15.657,True
Despicable Me 2,1690953,2013,3,37.506,True
I&#39;m So Excited,2243389,2013,2,13.193,False
Mary and Martha,2284766,2013,3,7.11,True
White House Down,2334879,2013,2,28.052,False
Pacific Rim,1663662,2013,1,60.479,False
Sharknado,2724064,2013,3,11.702,True
Only God Forgives,1602613,2013,3,12.172,True
Family Weekend,1821426,2013,3,8.421,True
"Conjuring, The",1457767,2013,3,58.859,True
Turbo,1860353,2013,3,23.727,True
Amiche da morire,2343371,2013,3,5.455,True
R.I.P.D.,790736,2013,1,18.898,False
Hansel and Gretel Get Baked,2081194,2013,3,15.401,True
"Wolverine, The",1430132,2013,3,6.078,True
Red 2,1821694,2013,3,27.469,True
"World&#39;s End, The",1213663,2013,2,24.113,False
"Smurfs 2, The",2017020,2013,3,25.524,True
Grown Ups 2,2191701,2013,2,43.798,False
"Way Way Back, The",1727388,2013,3,12.748,True
Mobius,2106550,2013,3,6.944,True
"To Do List, The",1758795,2013,3,11.331,True
Welcome to the Punch,1684233,2013,1,11.784,False
Blue Jasmine,2334873,2013,3,17.34,True
Fruitvale Station,2334649,2013,3,9.149,True
2 Guns,1272878,2013,1,23.984,False
"Hot Flashes, The",2201251,2013,3,5.572,True
20 Feet from Stardom,2396566,2013,3,9.947,True
Elysium,1535108,2013,3,36.392,True
Dark Skies,2387433,2013,2,22.754,False
Planes,1691917,2013,1,19.312,False
Kick-Ass 2,1650554,2013,3,38.683,True
Girl Most Likely,1698648,2013,3,8.146,True
In a World...,2294677,2013,3,7.72,True
Prince Avalanche,2195548,2013,0,9.633,False
Clear History,2279864,2013,2,7.224,False
"Mortal Instruments: City of Bones, The",1538403,2013,3,28.721,True
We&#39;re the Millers,1723121,2013,3,27.983,True
Lee Daniels&#39; The Butler,1327773,2013,3,11.318,True
Killing Season,1480295,2013,1,13.611,False
UMMAH - Unter Freunden,2664258,2013,1,1.049,False
"Colony, The",1160996,2013,1,13.374,False
Riddick,1411250,2013,0,30.418,False
Disconnect,1433811,2013,2,10.532,False
Michael Kohlhaas,2054790,2013,1,5.503,False
Don Jon,2229499,2013,3,26.433,True
Lovelace,1426329,2013,3,21.355,True
Closed Circuit,2218003,2013,2,13.999,False
Short Term 12,2370248,2013,3,9.399,True
Haute Cuisine,2094877,2013,3,5.023,True
Zum Geburtstag,2865802,2013,2,1.457,False
"Family, The",2404311,2013,3,39.769,True
A Field in England,2375574,2013,0,8.473,False
"Frozen Ground, The",2005374,2013,3,15.994,True
Afternoon Delight,2312890,2013,3,11.247,True
Drinking Buddies,2265398,2013,3,10.692,True
Saige Paints the Sky,2818348,2013,3,3.913,True
Prisoners,1392214,2013,3,27.829,True
O Tempo e o Vento,2401711,2013,3,1.928,True
Machete Kills,2002718,2013,3,19.377,True
Instructions Not Included,2378281,2013,3,13.91,True
Runner Runner,2364841,2013,0,12.178,False
Gravity,1454468,2013,0,32.404,False
Finsterworld,2338864,2013,1,3.108,False
Nebraska,1821549,2013,3,9.879,True
Dallas Buyers Club,790636,2013,3,16.817,True
Baggage Claim,1171222,2013,3,12.206,True
Captain Phillips,1535109,2013,1,26.851,False
Filth,1450321,2013,1,9.43,False
Escape Plan,1211956,2013,2,45.208,False
A Haunting at Silver Falls,1813609,2013,3,5.591,True
Blue Is the Warmest Color,2278871,2013,3,21.861,True
About Time,2194499,2013,3,35.965,True
"Fifth Estate, The",1837703,2013,1,12.32,False
"Wine of Summer, The",2066133,2013,3,2.689,True
Exit Marrakech,1982177,2013,2,3.403,False
"Counselor, The",2193215,2013,3,19.496,True
Go for Sisters,2247432,2013,3,4.288,True
Ender&#39;s Game,1731141,2013,2,19.353,False
Thor: The Dark World,1981115,2013,3,44.697,True
Sunshine on Leith,2481198,2013,3,8.939,True
Witching and Bitching,2404738,2013,3,19.329,True
All is Lost,2017038,2013,0,10.471,False
Enough Said,2390361,2013,3,10.138,True
Camille Claudel 1915,2018086,2013,3,0.6,True
Thanks for Sharing,1932718,2013,2,11.006,False
Skinwalker Ranch,2881698,2013,0,10.256,False
Perfect Mothers,2103267,2013,3,11.134,True
Inside Llewyn Davis,2042568,2013,1,17.911,False
Ass Backwards,1509788,2013,3,6.457,True
Jeune &amp; jolie,2752200,2013,3,12.562,True
Concussion,2296697,2013,3,6.79,True
Night Train to Lisbon,1654523,2013,1,7.617,False
"Hunger Games: Catching Fire, The",1951264,2013,3,32.977,True
Moving Mountains,2415174,2013,3,0.6,True
Gam-si-ja-deul,2969656,2013,3,9.382,True
"Lunchbox, The",2350496,2013,3,7.385,True
Frozen,2294629,2013,3,71.586,True
Her,1798709,2013,2,21.555,False
Les Reines du Ring (English: Wrestling Queens),2330546,2013,3,6.161,True
Philomena,2431286,2013,3,9.133,True
"Day of the Doctor, The",2779318,2013,3,12.679,True
"Last Keepers, The",1716767,2013,3,4.18,True
Hansel &amp; Gretel,2415464,2013,3,9.101,True
Insidious: Chapter 2,2226417,2013,2,31.195,False
August: Osage County,1322269,2013,3,11.908,True
Percy Jackson: Sea of Monsters,1854564,2013,3,18.316,True
Man of Tai Chi,2016940,2013,3,13.354,True
Out of the Furnace,1206543,2013,1,11.238,False
American Hustle,1800241,2013,3,19.276,True
"Secret Life of Walter Mitty, The",359950,2013,3,14.853,True
"Hobbit: The Desolation of Smaug, The",1170358,2013,3,44.856,True
"Wolf of Wall Street, The",993846,2013,3,60.638,True
Crystal Fairy &amp; the Magical Cactus and 2012,2332579,2013,3,6.3,True
How I Live Now,1894476,2013,3,11.42,True
Love &amp; Air Sex,2388759,2013,3,11.369,True
We Are What We Are,2309021,2013,3,8.97,True
Saving Mr. Banks,2140373,2013,3,12.28,True
A Good Day to Die Hard,1606378,2013,1,29.732,False
Puella Magi Madoka Magica the Movie Part III: The Rebellion Story,2457282,2013,3,15.391,True
47 Ronin,1335975,2013,2,25.391,False
For Elisa,2403419,2013,3,1.76,True
Only Lovers Left Alive,1714915,2013,3,15.336,True
Zombie Hunter,2446502,2013,3,12.335,True
"Physician, The",2101473,2013,1,12.169,False
"Book Thief, The",816442,2013,3,22.436,True
Devil&#39;s Pass,1905040,2013,3,14.936,True
Suzanne,2298416,2013,3,4.599,True
Casse-tete chinois,1937118,2013,3,6.91,True
"Les garcons et Guillaume, a table!",2315200,2013,1,6.107,False
Mandela: Long Walk to Freedom,2304771,2013,1,15.339,False
Madoka Magica: Rebellion Story,2457282,2013,3,15.391,True
12 Years a Slave,2024544,2013,3,16.954,True
Rush,1979320,2013,1,22.116,False
"Railway Man, The",2058107,2013,0,22.667,False
Nymphomaniac: Volume 1,1937390,2013,3,4.321,True
Still Life,2395417,2013,1,6.978,False
Hannas Reise,2429414,2013,3,1.334,True
Bounty Killer,2369396,2013,3,11.525,True
Le Pass&eacute;,2404461,2013,3,8.149,True
Austenland,1985019,2013,3,15.252,True
Cloudy with a Chance of Meatballs 2,1985966,2013,3,41.945,True
"Starving Games, The",2403029,2013,3,0.6,True
Kyss meg for faen i helvete,2829458,2013,3,2.024,True
Some Girl(s),2201221,2013,1,8.47,False
L&#39;amour est un crime parfait,3103576,2013,2,4.317,False
Nymphomaniac: Volume 2,2382009,2013,3,30.13,True
V/H/S/2,2450186,2013,3,26.169,True
Gimme Shelter,1657510,2013,1,8.428,False
Knights of Badassdom,1545660,2013,3,9.878,True
Last Vegas,1204975,2013,1,16.141,False
"Look of Love, The",1951216,2013,3,9.264,True
Oldboy,1321511,2013,2,16.249,False
Gloria,2425486,2013,3,6.091,True
Haunter,2345567,2013,3,9.747,True
Meine Schwestern,2582008,2013,3,1.945,True
"Soshite chichi ni naru (Like Father, Like Son)",2331143,2013,3,7.752,True
Last Passenger,1858481,2013,3,10.149,True
Viva la liberta,2523600,2013,1,4.242,False
"Best Man Holiday, The",2083355,2013,3,8.168,True
Zipi y Zape y el club de la canica,2388821,2013,0,4.54,False
I Give it a Year,2244901,2013,3,8.516,True
Grace Unplugged,2349460,2013,3,13.502,True
"100-Year-Old Man Who Climbed Out the Window and Disappeared, The",2113681,2013,1,9.551,False
Fack ju Gohte,2987732,2013,3,11.78,True
Vivir es facil con los ojos cerrados,2896036,2013,0,6.687,False
Dragon Ball Z: Battle of Gods,2263944,2013,3,24.991,True
Snowpiercer,1706620,2013,3,27.052,True
"Congress, The",1821641,2013,3,9.603,True
Anchorman 2: The Legend Continues,1229340,2013,3,17.372,True
Dark Touch,2328549,2013,3,6.891,True
"Lifeguard, The",2265534,2013,3,12.341,True
Ida,2718492,2013,3,7.899,True
Ang&eacute;lique,2776074,2013,3,6.719,True
Kill Your Darlings,1311071,2013,1,10.237,False
Nashorn im Galopp,2656122,2013,0,1.268,False
Elle s&#39;en va,2289538,2013,3,6.142,True
La Venus a la fourrure,2406252,2013,0,8.672,False
Blackfish,2545118,2013,3,11.064,True
Contracted,2281159,2013,3,13.51,True
Fading Gigolo,2258345,2013,2,11.326,False
Trap for Cinderella,1766175,2013,3,5.06,True
Finding Mr. Right,2169322,2013,1,4.384,False
Xi you xiang mo pian (Journey to the West),2017561,2013,2,9.258,False
Bad Words,2170299,2013,2,9.906,False
Words and Pictures,2380331,2013,3,9.275,True
An Easter Bunny Puppy,2599226,2013,3,2.985,True
G.B.F.,2429074,2013,3,0.6,True
Odd Thomas,1767354,2013,3,14.697,True
Interior. Leather Bar.,2352488,2013,1,4.418,False
Touchy Feely,2364949,2013,3,8.094,True
"Punk Singer, The",1785612,2013,3,7.435,True
"Immigrant, The",1951181,2013,3,10.518,True
Palo Alto,2479800,2013,3,11.017,True
Locke,2692904,2013,0,12.242,False
Decoding Annie Parker,1464191,2013,3,9.28,True
"Pretty One, The",2140577,2013,3,11.396,True
"Last Stand, The",1549920,2013,1,21.008,False
"Kings of Summer, The",2179116,2013,2,11.343,False
Kaze tachinu,2013293,2013,3,29.508,True
Life Inside Out,2543508,2013,3,6.391,True
"Grand Seduction, The",2319580,2013,1,9.6,False
Beneath,2991296,2013,0,12.896,False
"Young and Prodigious T.S. Spivet, The",1981107,2013,3,10.403,True
Yip Man: Jung gik yat jin,2495118,2013,3,2.649,True
Patema Inverted,2981768,2013,0,18.445,False
Geography Club,2235902,2013,3,8.825,True
Homefront,2312718,2013,2,37.316,False
Once Upon a Time in Vietnam,2531258,2013,0,1.085,False
"Zero Theorem, The",2333804,2013,0,10.924,False
Blue Ruin,2359024,2013,3,9.42,True
"German Doctor, The",1847746,2013,3,5.003,True
Wrong Cops,2166616,2013,1,9.066,False
Svecenikova djeca,2395421,2013,1,3.505,False
300 Worte Deutsch,2288044,2013,3,3.083,True
Are You Here,1545754,2013,3,15.75,True
"Invisible Woman, The",1700845,2013,3,10.336,True
"Love Punch, The",2234261,2013,3,9.628,True
At Middleton,1483324,2013,3,8.597,True
"Machine, The",2317225,2013,3,7.952,True
Kill for Me,2085957,2013,3,9.519,True
Ashley,2084093,2013,3,4.224,True
Flores Raras,2217458,2013,3,3.234,True
Haunt,2386278,2013,3,12.338,True
Remember Sunday,2770480,2013,3,9.478,True
Bends,2852460,2013,3,1.916,True
Another Me,1816608,2013,3,7.13,True
Horns,1528071,2013,3,23.559,True
"Tale of The Princess Kaguya, The",2576852,2013,3,12.088,True
"Truth About Emanuel, The",1838520,2013,3,6.369,True
Legends of Oz: Dorothy&#39;s Return,884726,2013,3,18.072,True
"Spectacular Now, The",1714206,2013,2,19.006,False
Down River,2202928,2013,3,0.745,True
Tim&#39;s Vermeer,3089388,2013,2,7.828,False
What If,1486834,2013,3,10.72,True
"Devil&#39;s Violinist, The",2401715,2013,3,5.31,True
Hross i oss,3074732,2013,3,4.322,True
"Returned, The",2093270,2013,3,10.753,True
Open Road,1922679,2013,3,5.079,True
Bicycling with Moli&egrave;re,2207050,2013,2,5.746,False
Young Detective Dee: Rise of the Sea Dragon,2992146,2013,2,7.99,False
Le week-end,2392326,2013,1,7.024,False
Wetlands,2524674,2013,3,5.377,True
Curse of Chucky,2230358,2013,3,22.496,True
"Zoran, il mio nipote scemo",3078718,2013,0,2.39,False
Plush,2226519,2013,3,11.272,True
Jack and the Cuckoo-Clock Heart,1181840,2013,3,14.412,True
La grande bellezza,2358891,2013,3,12.439,True
First Period,2508258,2013,3,3.123,True
Is the Man Who Is Tall Happy?,1817287,2013,0,4.656,False
Rewind,2193185,2013,1,4.869,False
Teen Beach Movie,2325989,2013,3,15.855,True
Coherence,2866360,2013,3,48.937,True
Upstream Color,2084989,2013,0,13.464,False
Adult World,1067765,2013,3,13.037,True
Stalingrad,1966566,2013,1,0.6,False
Enemy,2316411,2013,1,24.213,False
"Selfish Giant, The",2304426,2013,1,8.442,False
3096 Tage,1667355,2013,3,31.122,True
"Last of Robin Hood, The",2450440,2013,3,6.22,True
Bayonetta: Bloody Fate,3306776,2013,3,25.156,True
Justice League: The Flashpoint Paradox,2820466,2013,2,30.363,False
Gekijouban Steins;Gate: Fuka ryouiki no dejavu,2967286,2013,3,17.971,True
Cheap Thrills,2389182,2013,1,8.854,False
"Best Offer, The",1924396,2013,1,9.56,False
Very Good Girls,1931602,2013,3,9.557,True
Alan Partridge: Alpha Papa,469021,2013,3,8.199,True
A Case of You,1817081,2013,3,9.589,True
Vino Veritas,1647413,2013,3,2.147,True
She Made Them Do It,2336846,2013,1,4.415,False
A Haunted House,2243537,2013,3,34.781,True
"Den, The",2503154,2013,3,10.446,True
Jug Face,2620736,2013,3,9.427,True
Lone Survivor,1091191,2013,0,30.799,False
Frankenstein&#39;s Army,1925435,2013,0,9.615,False
White Lies,2386257,2013,3,2.357,True
Yeh Jawaani Hai Deewani,2178470,2013,3,5.927,True
CBGB,1786751,2013,1,10.684,False
Sleeping with the Fishes,2286988,2013,3,2.572,True
Persona 3 the Movie: #1 Spring of Birth,3198652,2013,3,15.916,True
Delivery Man,2387559,2013,1,15.701,False
Gekijouban Hakuouki: Daiisshou Kyouto ranbu,3856638,2013,0,18.444,False
"Double, The",1825157,2013,1,9.519,False
Hammer of the Gods,2193418,2013,1,8.398,False
